dataset_id,brand,model,variant,year,body_type,segment,fuel_type,transmission,drivetrain,price_ex_showroom,price_on_road,engine_cc,cylinders,power_bhp,torque_nm,mileage_kmpl,top_speed_kmph,acceleration_0_100_sec,fuel_tank_capacity_l,length_mm,width_mm,height_mm,wheelbase_mm,ground_clearance_mm,boot_space_l,turning_radius_m,kerb_weight_kg,seating_capacity,doors,airbags,abs,esc,traction_control,hill_hold_control,hill_descent_control,isofix,tpms,blind_spot_monitor,lane_keep_assist,adaptive_cruise_control,autonomous_emergency_braking,adas_level,safety_rating,android_auto,apple_carplay,wireless_android_auto,wireless_apple_carplay,touchscreen_size_in,digital_instrument_cluster,climate_control,ventilated_seats,powered_driver_seat,sunroof,panoramic_sunroof,wireless_charging,keyless_entry,push_button_start,cruise_control,parking_camera,camera_360,parking_sensors,warranty_years,warranty_km,extended_warranty_available,service_interval_km,roadside_assistance,estimated_service_cost_per_year,launch_year,current_status,booking_open,waiting_period_weeks,emission_standard,co2_emissions_gkm,battery_capacity_kwh,electric_range_km,charging_time_ac_hr,charging_time_dc_min
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
