V001,Tata,Nexon,Creative Plus,2024,SUV,Mid SUV,Petrol,Manual,FWD,1299000,1500000,1199,3,118.2,170,17.44,180,11.5,44,3995,1804,1620,2498,208,382,5.1,1230,5,5,6,True,True,True,True,False,True,True,False,False,False,False,0,5,True,True,True,True,10.25,True,True,False,False,True,False,True,True,True,True,True,False,True,3,100000,True,10000,True,6000,2023,Active,True,4,BS6_PHASE2,130,,,
V002,Hyundai,Kona,Electric Premium,2023,SUV,Mid SUV,Electric,Single Speed,FWD,2384000,2500000,,,134.1,395,,167,9.7,,4180,1800,1570,2600,172,332,5.3,1535,5,5,6,True,True,True,True,False,True,True,True,True,False,False,0,5,True,True,False,False,7,True,True,False,False,True,False,False,True,True,True,True,False,True,3,100000,True,10000,True,8000,2019,Active,True,2,BS6_PHASE2,,39.2,452,6.1,54
V003,Maruti Suzuki,Swift,ZXi,2024,Hatchback,Hatchback,Petrol,Manual,FWD,899000,1025000,1197,4,80.46,111.7,24.8,165,12.5,37,3860,1735,1520,2450,163,265,4.8,920,5,5,6,True,True,False,True,False,True,True,False,False,False,False,0,4,True,True,True,True,9,True,True,False,False,False,False,True,True,True,True,True,False,True,3,100000,True,10000,True,5000,2024,Active,True,6,BS6_PHASE2,118,,,
V004,Maruti Suzuki,Brezza,ZXi,2024,SUV,Compact SUV,Petrol,Automatic,FWD,1248000,1430000,1462,4,101.6,136.8,19.8,170,13.2,48,3995,1790,1685,2500,198,328,5.2,1170,5,5,6,True,True,True,True,False,True,True,False,False,False,False,1,4,True,True,True,True,9,True,True,False,False,True,False,True,True,True,True,True,False,True,3,100000,True,10000,True,5500,2022,Active,True,8,BS6_PHASE2,125,,,
V005,Hyundai,Creta,SX(O),2024,SUV,Mid SUV,Petrol,Automatic,FWD,1874000,2140000,1497,4,158,253,17.7,195,9.2,50,4330,1790,1635,2610,190,433,5.3,1340,5,5,6,True,True,True,True,False,True,True,True,True,True,True,2,5,True,True,True,True,10.25,True,True,True,True,True,True,True,True,True,True,True,True,True,3,100000,True,10000,True,7000,2024,Active,True,10,BS6_PHASE2,140,,,
